Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,country,GDP_per_capita,food_supply,_merge,GDP_per_capita_clean,gdp_group
MALAWI,Wheat,1990-01-01,1181,173.19,20.86,7735,MALAWI,951,1910.0,both,951.0,Low GDP
MALAWI,Cassava,1991-01-01,1181,173.19,20.4,23432,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,Maize,1991-01-01,1181,173.19,20.4,11419,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,Plantains and others,1991-01-01,1181,173.19,20.4,40000,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,Potatoes,1991-01-01,1181,173.19,20.4,66730,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,"Rice, paddy",1991-01-01,1181,173.19,20.4,19237,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,Sorghum,1991-01-01,1181,173.19,20.4,5979,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,Wheat,1991-01-01,1181,173.19,20.4,5870,MALAWI,1000,1910.0,both,1000.0,Low GDP
MALAWI,Cassava,1992-01-01,1181,173.19,20.89,20140,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,Maize,1992-01-01,1181,173.19,20.89,4802,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,Plantains and others,1992-01-01,1181,173.19,20.89,39362,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,Potatoes,1992-01-01,1181,173.19,20.89,135970,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,"Rice, paddy",1992-01-01,1181,173.19,20.89,13046,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,Sorghum,1992-01-01,1181,173.19,20.89,1430,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,Wheat,1992-01-01,1181,173.19,20.89,4239,MALAWI,898,1800.0,both,898.0,Low GDP
MALAWI,Cassava,1993-01-01,1181,173.19,20.43,28781,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,Maize,1993-01-01,1181,173.19,20.43,15327,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,Plantains and others,1993-01-01,1181,173.19,20.43,38789,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,Potatoes,1993-01-01,1181,173.19,20.43,90947,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,"Rice, paddy",1993-01-01,1181,173.19,20.43,16834,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,Sorghum,1993-01-01,1181,173.19,20.43,4921,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,Wheat,1993-01-01,1181,173.19,20.43,6306,MALAWI,970,1880.0,both,970.0,Low GDP
MALAWI,Cassava,1994-01-01,1181,173.19,20.59,34660,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,Maize,1994-01-01,1181,173.19,20.59,9209,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,Plantains and others,1994-01-01,1181,173.19,20.59,38004,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,Potatoes,1994-01-01,1181,173.19,20.59,85376,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,"Rice, paddy",1994-01-01,1181,173.19,20.59,15195,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,Sorghum,1994-01-01,1181,173.19,20.59,3059,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,Wheat,1994-01-01,1181,173.19,20.59,2244,MALAWI,882,1900.0,both,882.0,Low GDP
MALAWI,Cassava,1995-01-01,1181,173.19,20.86,34669,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,Maize,1995-01-01,1181,173.19,20.86,13517,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,Plantains and others,1995-01-01,1181,173.19,20.86,38004,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,Potatoes,1995-01-01,1181,173.19,20.86,58002,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,"Rice, paddy",1995-01-01,1181,173.19,20.86,15635,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,Sorghum,1995-01-01,1181,173.19,20.86,7261,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,Wheat,1995-01-01,1181,173.19,20.86,6865,MALAWI,1030,2000.0,both,1030.0,Low GDP
MALAWI,Cassava,1996-01-01,1181,173.19,20.47,45875,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,Maize,1996-01-01,1181,173.19,20.47,14433,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,Plantains and others,1996-01-01,1181,173.19,20.47,38480,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,Potatoes,1996-01-01,1181,173.19,20.47,90293,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,"Rice, paddy",1996-01-01,1181,173.19,20.47,17619,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,Sorghum,1996-01-01,1181,173.19,20.47,7196,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,Wheat,1996-01-01,1181,173.19,20.47,8619,MALAWI,1080,2020.0,both,1080.0,Low GDP
MALAWI,Cassava,1997-01-01,1181,173.19,20.62,57249,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,Maize,1997-01-01,1181,173.19,20.62,10959,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,Plantains and others,1997-01-01,1181,173.19,20.62,38907,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,Potatoes,1997-01-01,1181,173.19,20.62,95765,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,"Rice, paddy",1997-01-01,1181,173.19,20.62,16273,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,Sorghum,1997-01-01,1181,173.19,20.62,4712,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,Wheat,1997-01-01,1181,173.19,20.62,5896,MALAWI,1110,2060.0,both,1110.0,Low GDP
MALAWI,Cassava,1998-01-01,1181,131.59,20.92,54939,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,Maize,1998-01-01,1181,131.59,20.92,13711,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,Plantains and others,1998-01-01,1181,131.59,20.92,42756,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,Potatoes,1998-01-01,1181,131.59,20.92,104774,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,"Rice, paddy",1998-01-01,1181,131.59,20.92,16409,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,Sorghum,1998-01-01,1181,131.59,20.92,6105,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,Wheat,1998-01-01,1181,131.59,20.92,7418,MALAWI,1120,2120.0,both,1120.0,Low GDP
MALAWI,Cassava,1999-01-01,1181,123.64,20.26,54563,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,Maize,1999-01-01,1181,123.64,20.26,18109,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,Plantains and others,1999-01-01,1181,123.64,20.26,48810,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,Potatoes,1999-01-01,1181,123.64,20.26,112207,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,"Rice, paddy",1999-01-01,1181,123.64,20.26,20279,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,Sorghum,1999-01-01,1181,123.64,20.26,6980,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,Wheat,1999-01-01,1181,123.64,20.26,7877,MALAWI,1130,2180.0,both,1130.0,Low GDP
MALAWI,Cassava,2000-01-01,1181,220.22,20.22,154605,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,Maize,2000-01-01,1181,220.22,20.22,17428,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,Plantains and others,2000-01-01,1181,220.22,20.22,57895,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,Potatoes,2000-01-01,1181,220.22,20.22,114561,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,"Rice, paddy",2000-01-01,1181,220.22,20.22,16451,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,Sorghum,2000-01-01,1181,220.22,20.22,6687,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,Wheat,2000-01-01,1181,220.22,20.22,7968,MALAWI,1120,2200.0,both,1120.0,Low GDP
MALAWI,Cassava,2001-01-01,1181,177.24,20.59,169416,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,Maize,2001-01-01,1181,177.24,20.59,11845,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,Plantains and others,2001-01-01,1181,177.24,20.59,65714,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,Potatoes,2001-01-01,1181,177.24,20.59,135370,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,"Rice, paddy",2001-01-01,1181,177.24,20.59,18576,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,Sorghum,2001-01-01,1181,177.24,20.59,6804,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,Wheat,2001-01-01,1181,177.24,20.59,8989,MALAWI,1040,2240.0,both,1040.0,Low GDP
MALAWI,Cassava,2002-01-01,1181,134.25,20.76,149635,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,Maize,2002-01-01,1181,134.25,20.76,10460,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,Plantains and others,2002-01-01,1181,134.25,20.76,75000,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,Potatoes,2002-01-01,1181,134.25,20.76,126773,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,"Rice, paddy",2002-01-01,1181,134.25,20.76,16425,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,Sorghum,2002-01-01,1181,134.25,20.76,7197,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,Wheat,2002-01-01,1181,134.25,20.76,5588,MALAWI,1030,2170.0,both,1030.0,Low GDP
MALAWI,Cassava,2004-01-01,1181,48.28,20.44,161644,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Maize,2004-01-01,1181,48.28,20.44,10460,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Plantains and others,2004-01-01,1181,48.28,20.44,100000,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Potatoes,2004-01-01,1181,48.28,20.44,120873,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,"Rice, paddy",2004-01-01,1181,48.28,20.44,11681,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Sorghum,2004-01-01,1181,48.28,20.44,6446,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Soybeans,2004-01-01,1181,48.28,20.44,6447,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Wheat,2004-01-01,1181,48.28,20.44,7537,MALAWI,1090,2170.0,both,1090.0,Low GDP
MALAWI,Cassava,2005-01-01,1181,295.51,21.37,142995,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Maize,2005-01-01,1181,295.51,21.37,8093,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Plantains and others,2005-01-01,1181,295.51,21.37,96875,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Potatoes,2005-01-01,1181,295.51,21.37,90371,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,"Rice, paddy",2005-01-01,1181,295.51,21.37,8424,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Sorghum,2005-01-01,1181,295.51,21.37,2656,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Soybeans,2005-01-01,1181,295.51,21.37,5797,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Wheat,2005-01-01,1181,295.51,21.37,8707,MALAWI,1090,2190.0,both,1090.0,Low GDP
MALAWI,Cassava,2006-01-01,1181,202.35,20.63,173116,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Maize,2006-01-01,1181,202.35,20.63,14814,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Plantains and others,2006-01-01,1181,202.35,20.63,94118,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Potatoes,2006-01-01,1181,202.35,20.63,133445,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,"Rice, paddy",2006-01-01,1181,202.35,20.63,17576,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Sorghum,2006-01-01,1181,202.35,20.63,7688,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Soybeans,2006-01-01,1181,202.35,20.63,7639,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Wheat,2006-01-01,1181,202.35,20.63,12071,MALAWI,1110,2270.0,both,1110.0,Low GDP
MALAWI,Cassava,2007-01-01,1181,524.46,20.67,187722,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Maize,2007-01-01,1181,524.46,20.67,26547,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Plantains and others,2007-01-01,1181,524.46,20.67,94286,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Potatoes,2007-01-01,1181,524.46,20.67,151922,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,"Rice, paddy",2007-01-01,1181,524.46,20.67,19481,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Sorghum,2007-01-01,1181,524.46,20.67,8593,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Soybeans,2007-01-01,1181,524.46,20.67,8972,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Wheat,2007-01-01,1181,524.46,20.67,22968,MALAWI,1180,2290.0,both,1180.0,Low GDP
MALAWI,Cassava,2008-01-01,1181,624.52,20.42,190760,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Maize,2008-01-01,1181,624.52,20.42,16498,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Plantains and others,2008-01-01,1181,624.52,20.42,95374,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Potatoes,2008-01-01,1181,624.52,20.42,146009,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,"Rice, paddy",2008-01-01,1181,624.52,20.42,18200,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Sorghum,2008-01-01,1181,624.52,20.42,8314,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Soybeans,2008-01-01,1181,624.52,20.42,8722,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Wheat,2008-01-01,1181,624.52,20.42,16133,MALAWI,1240,2320.0,both,1240.0,Low GDP
MALAWI,Cassava,2009-01-01,1181,736.25,20.68,202912,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Maize,2009-01-01,1181,736.25,20.68,22265,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Plantains and others,2009-01-01,1181,736.25,20.68,96524,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Potatoes,2009-01-01,1181,736.25,20.68,161923,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,"Rice, paddy",2009-01-01,1181,736.25,20.68,21259,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Sorghum,2009-01-01,1181,736.25,20.68,7968,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Soybeans,2009-01-01,1181,736.25,20.68,9804,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Wheat,2009-01-01,1181,736.25,20.68,15006,MALAWI,1300,2310.0,both,1300.0,Low GDP
MALAWI,Cassava,2010-01-01,1181,584.12,21.34,204311,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Maize,2010-01-01,1181,584.12,21.34,20158,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Plantains and others,2010-01-01,1181,584.12,21.34,97581,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Potatoes,2010-01-01,1181,584.12,21.34,160600,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,"Rice, paddy",2010-01-01,1181,584.12,21.34,18631,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Sorghum,2010-01-01,1181,584.12,21.34,6094,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Soybeans,2010-01-01,1181,584.12,21.34,9757,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Wheat,2010-01-01,1181,584.12,21.34,15123,MALAWI,1350,2330.0,both,1350.0,Low GDP
MALAWI,Cassava,2011-01-01,1181,553.57,20.92,215408,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Maize,2011-01-01,1181,553.57,20.92,22079,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Plantains and others,2011-01-01,1181,553.57,20.92,98694,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Potatoes,2011-01-01,1181,553.57,20.92,159930,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,"Rice, paddy",2011-01-01,1181,553.57,20.92,19125,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Sorghum,2011-01-01,1181,553.57,20.92,8184,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Soybeans,2011-01-01,1181,553.57,20.92,9977,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Wheat,2011-01-01,1181,553.57,20.92,15214,MALAWI,1380,2350.0,both,1380.0,Low GDP
MALAWI,Cassava,2012-01-01,1181,775.83,20.42,223883,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Maize,2012-01-01,1181,775.83,20.42,21932,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Plantains and others,2012-01-01,1181,775.83,20.42,100000,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Potatoes,2012-01-01,1181,775.83,20.42,172009,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,"Rice, paddy",2012-01-01,1181,775.83,20.42,18453,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Sorghum,2012-01-01,1181,775.83,20.42,8335,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Soybeans,2012-01-01,1181,775.83,20.42,10433,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Wheat,2012-01-01,1181,775.83,20.42,15104,MALAWI,1370,2330.0,both,1370.0,Low GDP
MALAWI,Cassava,2013-01-01,1181,1500.27,19.68,228041,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,Maize,2013-01-01,1181,1500.27,19.68,21708,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,Plantains and others,2013-01-01,1181,1500.27,19.68,100966,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,Potatoes,2013-01-01,1181,1500.27,19.68,175414,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,"Rice, paddy",2013-01-01,1181,1500.27,19.68,19174,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,Sorghum,2013-01-01,1181,1500.27,19.68,9647,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,Soybeans,2013-01-01,1181,1500.27,19.68,9791,MALAWI,1400,2370.0,both,1400.0,Low GDP
MALAWI,Wheat,2013-01-01,1181,1500.27,19.68,14058,MALAWI,1400,2370.0,both,1400.0,Low GDP
MOZAMBIQUE,Cassava,1990-01-01,1032,102.26,21.51,48612,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,Maize,1990-01-01,1032,102.26,21.51,4480,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,Potatoes,1990-01-01,1032,102.26,21.51,120710,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1990-01-01,1032,102.26,21.51,8747,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,Sorghum,1990-01-01,1032,102.26,21.51,4329,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1990-01-01,1032,102.26,21.51,58544,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,Wheat,1990-01-01,1032,102.26,21.51,18001,MOZAMBIQUE,492,1810.0,both,492.0,Low GDP
MOZAMBIQUE,Cassava,1991-01-01,1032,102.26,21.77,37965,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,Maize,1991-01-01,1032,102.26,21.77,3241,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,Potatoes,1991-01-01,1032,102.26,21.77,124670,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1991-01-01,1032,102.26,21.77,5290,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,Sorghum,1991-01-01,1032,102.26,21.77,3356,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1991-01-01,1032,102.26,21.77,65029,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,Wheat,1991-01-01,1032,102.26,21.77,15000,MOZAMBIQUE,500,1710.0,both,500.0,Low GDP
MOZAMBIQUE,Cassava,1992-01-01,1032,102.26,22.6,33284,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,Maize,1992-01-01,1032,102.26,22.6,1587,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,Potatoes,1992-01-01,1032,102.26,22.6,125440,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1992-01-01,1032,102.26,22.6,2988,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,Sorghum,1992-01-01,1032,102.26,22.6,1689,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1992-01-01,1032,102.26,22.6,63415,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,Wheat,1992-01-01,1032,102.26,22.6,11111,MOZAMBIQUE,450,1690.0,both,450.0,Low GDP
MOZAMBIQUE,Cassava,1993-01-01,1032,102.26,22.04,41681,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,Maize,1993-01-01,1032,102.26,22.04,6332,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,Potatoes,1993-01-01,1032,102.26,22.04,126210,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1993-01-01,1032,102.26,22.04,6225,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,Sorghum,1993-01-01,1032,102.26,22.04,4130,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1993-01-01,1032,102.26,22.04,64706,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,Wheat,1993-01-01,1032,102.26,22.04,11541,MOZAMBIQUE,476,1700.0,both,476.0,Low GDP
MOZAMBIQUE,Cassava,1994-01-01,1032,102.26,21.35,36899,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,Maize,1994-01-01,1032,102.26,21.35,5207,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,Potatoes,1994-01-01,1032,102.26,21.35,126980,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1994-01-01,1032,102.26,21.35,8345,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,Sorghum,1994-01-01,1032,102.26,21.35,4423,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1994-01-01,1032,102.26,21.35,68966,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,Wheat,1994-01-01,1032,102.26,21.35,11379,MOZAMBIQUE,476,1680.0,both,476.0,Low GDP
MOZAMBIQUE,Cassava,1995-01-01,1032,72.19,21.89,42395,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,Maize,1995-01-01,1032,72.19,21.89,6794,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,Potatoes,1995-01-01,1032,72.19,21.89,127749,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1995-01-01,1032,72.19,21.89,8717,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,Sorghum,1995-01-01,1032,72.19,21.89,5648,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1995-01-01,1032,72.19,21.89,64706,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,Wheat,1995-01-01,1032,72.19,21.89,11314,MOZAMBIQUE,460,1850.0,both,460.0,Low GDP
MOZAMBIQUE,Cassava,1996-01-01,1032,65.85,21.53,47674,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,Maize,1996-01-01,1032,65.85,21.53,9395,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,Potatoes,1996-01-01,1032,65.85,21.53,126820,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1996-01-01,1032,65.85,21.53,9653,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,Sorghum,1996-01-01,1032,65.85,21.53,5698,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1996-01-01,1032,65.85,21.53,67442,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,Wheat,1996-01-01,1032,65.85,21.53,11268,MOZAMBIQUE,500,1940.0,both,500.0,Low GDP
MOZAMBIQUE,Cassava,1997-01-01,1032,60.63,21.54,53820,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,Maize,1997-01-01,1032,60.63,21.54,9033,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,Potatoes,1997-01-01,1032,60.63,21.54,123891,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,"Rice, paddy",1997-01-01,1032,60.63,21.54,10904,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,Sorghum,1997-01-01,1032,60.63,21.54,5802,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,Sweet potatoes,1997-01-01,1032,60.63,21.54,67816,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,Wheat,1997-01-01,1032,60.63,21.54,11241,MOZAMBIQUE,543,1970.0,both,543.0,Low GDP
MOZAMBIQUE,Cassava,1998-01-01,1032,51.98,22.22,55557,MOZAMBIQUE,585,1990.0,both,585.0,Low GDP
MOZAMBIQUE,Maize,1998-01-01,1032,51.98,22.22,9006,MOZAMBIQUE,585,1990.0,both,585.0,Low GDP
MOZAMBIQUE,Potatoes,1998-01-01,1032,51.98,22.22,122951,MOZAMBIQUE,585,1990.0,both,585.0,Low GDP
