Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,country,GDP_per_capita,food_supply,_merge,GDP_per_capita_clean
INDIA,Maize,2000-01-01,1083,44957.52,26.05,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,25.58,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,25.11,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,27.08,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,24.69,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,27.03,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,27.03,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Maize,2000-01-01,1083,44957.52,25.93,18216,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.98,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,27.44,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,26.13,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,24.57,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.34,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.93,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,26.05,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,26.49,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,27.23,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.62,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,26.43,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.35,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,24.57,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,26.18,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,26.05,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.58,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.11,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,27.08,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,24.69,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,27.03,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,27.03,186443,INDIA,2630,2380.0,both,2630.0
INDIA,Potatoes,2000-01-01,1083,44957.52,25.93,186443,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.98,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,27.44,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,26.13,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,24.57,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.34,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.93,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,26.05,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,26.49,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,27.23,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.62,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,26.43,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.35,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,24.57,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,26.18,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,26.05,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.58,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.11,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,27.08,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,24.69,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,27.03,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,27.03,28508,INDIA,2630,2380.0,both,2630.0
INDIA,"Rice, paddy",2000-01-01,1083,44957.52,25.93,28508,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.98,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,27.44,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,26.13,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,24.57,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.34,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.93,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,26.05,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,26.49,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,27.23,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.62,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,26.43,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.35,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,24.57,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,26.18,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,26.05,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.58,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.11,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,27.08,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,24.69,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,27.03,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,27.03,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Sorghum,2000-01-01,1083,44957.52,25.93,7639,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.98,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,27.44,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,26.13,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,24.57,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.34,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.93,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,26.05,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,26.49,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,27.23,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.62,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,26.43,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.35,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,24.57,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,26.18,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,26.05,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.58,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.11,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,27.08,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,24.69,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,27.03,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,27.03,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Soybeans,2000-01-01,1083,44957.52,25.93,8222,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.98,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,27.44,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,26.13,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,24.57,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.34,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.93,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,26.05,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,26.49,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,27.23,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.62,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,26.43,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.35,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,24.57,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,26.18,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,26.05,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.58,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.11,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,27.08,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,24.69,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,27.03,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,27.03,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Sweet potatoes,2000-01-01,1083,44957.52,25.93,97421,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.98,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,27.44,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,26.13,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,24.57,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.34,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.93,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,26.05,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,26.49,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,27.23,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.62,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,26.43,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.35,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,24.57,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,26.18,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,26.05,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.58,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.11,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,27.08,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,24.69,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,27.03,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,27.03,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Wheat,2000-01-01,1083,44957.52,25.93,27785,INDIA,2630,2380.0,both,2630.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.76,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,27.2,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.02,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,24.5,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.53,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.95,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.86,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.52,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,27.56,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.59,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.02,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.33,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,24.5,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.32,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.86,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.82,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.34,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.91,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,24.76,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.9,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,26.9,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Cassava,2001-01-01,1083,43720.04,25.92,266998,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.76,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,27.2,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.02,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,24.5,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.53,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.95,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.86,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.52,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,27.56,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.59,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.02,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.33,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,24.5,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.32,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.86,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.82,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.34,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.91,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,24.76,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.9,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,26.9,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Maize,2001-01-01,1083,43720.04,25.92,19996,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.76,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,27.2,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.02,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,24.5,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.53,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.95,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.86,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.52,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,27.56,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.59,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.02,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.33,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,24.5,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.32,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.86,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.82,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.34,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.91,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,24.76,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.9,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,26.9,183627,INDIA,2700,2330.0,both,2700.0
INDIA,Potatoes,2001-01-01,1083,43720.04,25.92,183627,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.76,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,27.2,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.02,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,24.5,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.53,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.95,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.86,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.52,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,27.56,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.59,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.02,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.33,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,24.5,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.32,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.86,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.82,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.34,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.91,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,24.76,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.9,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,26.9,31158,INDIA,2700,2330.0,both,2700.0
INDIA,"Rice, paddy",2001-01-01,1083,43720.04,25.92,31158,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.76,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,27.2,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.02,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,24.5,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.53,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.95,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.86,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.52,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,27.56,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.59,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.02,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.33,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,24.5,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.32,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.86,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.82,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.34,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.91,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,24.76,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.9,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,26.9,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Sorghum,2001-01-01,1083,43720.04,25.92,7715,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,25.76,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,27.2,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,26.02,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,24.5,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,25.53,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,25.95,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,25.86,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,26.52,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,27.56,9400,INDIA,2700,2330.0,both,2700.0
INDIA,Soybeans,2001-01-01,1083,43720.04,25.59,9400,INDIA,2700,2330.0,both,2700.0
